"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Powertrain.TractionBattery.StateOfHealth","sensor","float","","percent","0","100","Calculated battery state of health at standard conditions.","Exact formula is implementation dependent. Could be e.g. current capacity at 20 degrees Celsius divided with original capacity at the same temperature.","","4d982c47f3245048bcfec1190973a3ed"
"Vehicle.Powertrain.TractionBattery.StateOfCharge","branch","","","","","","Information on the state of charge of the vehicle's high voltage battery.","","","26bae2ce7c4d5e2a951915ef2f5d8b7d"
"Vehicle.Powertrain.TractionBattery.StateOfCharge.Current","sensor","float","","percent","0","100.0","Physical state of charge of the high voltage battery, relative to net capacity. This is not necessarily the state of charge being displayed to the customer.","","","2e647ca3a1ff5e52af137aab240642da"
"Vehicle.Powertrain.TractionBattery.StateOfCharge.Displayed","sensor","float","","percent","0","100.0","State of charge displayed to the customer.","","","1bfcc228293b5512aafe2508ab0500d2"
"Vehicle.Powertrain.TractionBattery.NominalVoltage","attribute","uint16","","V","","","Nominal Voltage of the battery.","Nominal voltage typically refers to voltage of fully charged battery when delivering rated capacity.","","3eccae5633185b998d5bdb6ea33cd926"
"Vehicle.Powertrain.TractionBattery.MaxVoltage","attribute","uint16","","V","","","Max allowed voltage of the battery, e.g. during charging.","","","a81264a0ef0c55d288671cfc62c4add5"
"Vehicle.Powertrain.TractionBattery.CurrentVoltage","sensor","float","","V","","","Current Voltage of the battery.","","","7b54ea22ee7d5f559da552aefcc07222"
"Vehicle.Powertrain.TractionBattery.CurrentCurrent","sensor","float","","A","","","Current current flowing in/out of battery. Positive = Current flowing in to battery, e.g. during charging. Negative = Current flowing out of battery, e.g. during driving.","","","7a1488e0c83f50a6b69d8ea85c5bb592"
"Vehicle.Powertrain.TractionBattery.CurrentPower","sensor","float","","W","","","Current electrical energy flowing in/out of battery. Positive = Energy flowing in to battery, e.g. during charging. Negative = Energy flowing out of battery, e.g. during driving.","","","8859e1b0386a5eda880a9c30cd0dfa8e"
"Vehicle.Powertrain.TractionBattery.AccumulatedChargedEnergy","sensor","float","","kWh","","","The accumulated energy delivered to the battery during charging over lifetime of the battery.","","","739d06021d795da0877bc0ef3c107de1"
"Vehicle.Powertrain.TractionBattery.AccumulatedConsumedEnergy","sensor","float","","kWh","","","The accumulated energy leaving HV battery for propulsion and auxiliary loads over lifetime of the battery.","","","b844cb96765f574d8d31edb09ccaef81"
"Vehicle.Powertrain.TractionBattery.AccumulatedChargedThroughput","sensor","float","","Ah","","","The accumulated charge throughput delivered to the battery during charging over lifetime of the battery.","","","6d038ccc313351fba3a9104c1158a207"
"Vehicle.Powertrain.TractionBattery.AccumulatedConsumedThroughput","sensor","float","","Ah","","","The accumulated charge throughput leaving HV battery for propulsion and auxiliary loads over lifetime of the battery.","","","f3e2ca21f3b550288d494827c9a172dd"
"Vehicle.Powertrain.TractionBattery.PowerLoss","sensor","float","","W","","","Electrical energy lost by power dissipation to heat inside the battery.","","","880082aafe025cb3a5776b623f9a48b5"
"Vehicle.Powertrain.TractionBattery.Range","sensor","uint32","","m","","","Remaining range in meters using only battery.","","","c0376a425e5d578d9d86ae0dc2ad9778"
"Vehicle.Powertrain.TractionBattery.Charging","branch","","","","","","Properties related to battery charging.","","","49b9ef0c8b145a36afdf17d0cb44131b"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeLimit","actuator","uint8","","percent","0","100","Target charge limit (state of charge) for battery.","","","62360a4ed1095275a7052d65112aaef1"
"Vehicle.Powertrain.TractionBattery.Charging.MaximumChargingCurrent","branch","","","","","","Maximum charging current that can be accepted by the system, as measured at the charging inlet.","","","e3f2e57e7a395d9ca9931d429e540a34"
"Vehicle.Powertrain.TractionBattery.Charging.MaximumChargingCurrent.DC","sensor","float","","A","","","Maximum DC charging current at inlet that can be accepted by the system.","","","5a70acfd3c8959898b43738151ab36e1"
"Vehicle.Powertrain.TractionBattery.Charging.MaximumChargingCurrent.Phase1","sensor","float","","A","","","Maximum AC charging current (rms) at inlet for Phase 1 that can be accepted by the system.","","","e3c1034e89cc55968ff51b990906db43"
"Vehicle.Powertrain.TractionBattery.Charging.MaximumChargingCurrent.Phase2","sensor","float","","A","","","Maximum AC charging current (rms) at inlet for Phase 2 that can be accepted by the system.","","","ab3514bc982e54f2b98698fb6c752368"
"Vehicle.Powertrain.TractionBattery.Charging.MaximumChargingCurrent.Phase3","sensor","float","","A","","","Maximum AC charging current (rms) at inlet for Phase 3 that can be accepted by the system.","","","47dd5e99c30d562e9e2e1c58007846b6"
"Vehicle.Powertrain.TractionBattery.Charging.ChargePortFlap","actuator","string","","","","","Status of the charge port cover, can potentially be controlled manually.","","['OPEN', 'CLOSED']","71bdd2145bb55c3393df194bfc2e03e5"
"Vehicle.Powertrain.TractionBattery.Charging.IsChargingCableConnected","sensor","boolean","","","","","Indicates if a charging cable is physically connected to the vehicle or not.","","","a1c8e2f662b95a54a9933a1b163fff84"
"Vehicle.Powertrain.TractionBattery.Charging.IsChargingCableLocked","actuator","boolean","","","","","Is charging cable locked to prevent removal.","Locking of charging cable can be used to prevent unintentional removing during charging.","","7fa81693f3b8587f8d71e7b1619c8e21"
"Vehicle.Powertrain.TractionBattery.Charging.ChargePlugType","attribute","string[]","","","","","Type of charge plug (charging inlet) available on the vehicle. IEC types refer to IEC 62196,  GBT refers to  GB/T 20234.","A vehicle may have multiple charging inlets. IEC_TYPE_1_AC refers to Type 1 as defined in IEC 62196-2. Also known as Yazaki or J1772 connector. IEC_TYPE_2_AC refers to Type 2 as defined in IEC 62196-2. Also known as Mennekes connector. IEC_TYPE_3_AC refers to Type 3 as defined in IEC 62196-2. Also known as Scame connector. IEC_TYPE_4_DC refers to AA configuration as defined in IEC 62196-3. Also known as Type 4 or CHAdeMO connector. IEC_TYPE_1_CCS_DC refers to EE Configuration as defined in IEC 62196-3. Also known as CCS1 or Combo1 connector. IEC_TYPE_2_CCS_DC refers to FF Configuration as defined in IEC 62196-3. Also known as CCS2 or Combo2 connector. TESLA_ROADSTER, TESLA_HPWC (High Power Wall Connector) and TESLA_SUPERCHARGER refer to non-standardized charging inlets/methods used by Tesla. GBT_AC refers to connector specified in GB/T 20234.2. GBT_DC refers to connector specified in GB/T 20234.3. Also specified as BB Configuration in IEC 62196-3. OTHER shall be used if the vehicle has a charging connector, but not one of the connectors listed above. For additional information see https://en.wikipedia.org/wiki/IEC_62196.","['IEC_TYPE_1_AC', 'IEC_TYPE_2_AC', 'IEC_TYPE_3_AC', 'IEC_TYPE_4_DC', 'IEC_TYPE_1_CCS_DC', 'IEC_TYPE_2_CCS_DC', 'TESLA_ROADSTER', 'TESLA_HPWC', 'TESLA_SUPERCHARGER', 'GBT_AC', 'GBT_DC', 'OTHER']","4c56357a6f1d586395215a9beeb26d91"
"Vehicle.Powertrain.TractionBattery.Charging.Mode","actuator","string","","","","","Control of the charge process. MANUAL means manually initiated (plug-in event, companion app, etc). TIMER means timer-based. GRID means grid-controlled (eg ISO 15118). PROFILE means controlled by profile download to vehicle.","The mechanism to provide a profile to the vehicle is currently not covered by VSS.","['MANUAL', 'TIMER', 'GRID', 'PROFILE']","1e4be3280b265873945531f6f6d0ec6b"
"Vehicle.Powertrain.TractionBattery.Charging.IsCharging","sensor","boolean","","","","","True if charging is ongoing. Charging is considered to be ongoing if energy is flowing from charger to vehicle.","","","d28244c9e3365899954bd3e38ef46bb9"
"Vehicle.Powertrain.TractionBattery.Charging.IsDischarging","sensor","boolean","","","","","True if discharging (vehicle to grid) is ongoing. Discharging is considered to be ongoing if energy is flowing from vehicle to charger/grid.","","","534d884fb36652688535543b52419529"
"Vehicle.Powertrain.TractionBattery.Charging.StartStopCharging","actuator","string","","","","","Start or stop the charging process.","","['START', 'STOP']","80506d3e9a2557c2b52f74a50d89593f"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeCurrent","branch","","","","","","Current charging current.","","","94739cf563735b438878ac0f85601f27"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeCurrent.DC","sensor","float","","A","","","Current DC charging current at inlet. Negative if returning energy to grid.","","","44204d7ae6fd5f8e954d0670a739bdf2"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeCurrent.Phase1","sensor","float","","A","","","Current AC charging current (rms) at inlet for Phase 1. Negative if returning energy to grid.","","","400dca50fcde52a6bb605d7e86f49776"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeCurrent.Phase2","sensor","float","","A","","","Current AC charging current (rms) at inlet for Phase 2. Negative if returning energy to grid.","","","32cb24d1c495503a9087d6f55997cf57"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeCurrent.Phase3","sensor","float","","A","","","Current AC charging current (rms) at inlet for Phase 3. Negative if returning energy to grid.","","","55fb7fb7ff4a5df9b6a3af435eac868e"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage","branch","","","","","","Current charging voltage, as measured at the charging inlet.","","","7170151d653b52c6bb5e75cb0a14d1c5"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.DC","sensor","float","","V","","","Current DC charging voltage at charging inlet.","","","701c21d1a4815b35ba061415789ec911"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase1","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 1.","","","15991c8316585816815d6f4fb6b06776"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase2","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 2.","","","6c0dcf98169d5a5190736a6dd81291a4"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase3","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 3.","","","1ab06b48231e54e2ac27e543508c84f0"
"Vehicle.Powertrain.TractionBattery.Charging.PowerLoss","sensor","float","","W","","","Electrical energy lost by power dissipation to heat inside the AC/DC converter.","","","88f40bbeb80b5dfb97ceba13269665c5"
"Vehicle.Powertrain.TractionBattery.Charging.Temperature","sensor","float","","celsius","","","Current temperature of AC/DC converter converting grid voltage to battery voltage.","","","c3c0ef3a41db5df1bab659803adbc7ba"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeRate","sensor","float","","km/h","","","Current charging rate, as in kilometers of range added per hour.","","","a287cea3fdaa533180c8e349343a7851"
"Vehicle.Powertrain.TractionBattery.Charging.TimeToComplete","sensor","uint32","","s","","","The time needed for the current charging process to reach Charging.ChargeLimit. 0 if charging is complete or no charging process is active or planned.","Shall consider time set by Charging.Timer.Time. E.g. if charging shall start in 3 hours and 2 hours of charging is needed, then Charging.TimeToComplete shall report 5 hours.","","c6439c2e068652b08383b9654e2e784a"
"Vehicle.Powertrain.TractionBattery.Charging.Timer","branch","","","","","","Properties related to timing of battery charging sessions.","","","cd5b57ada627510e83f90832efed9d5a"
"Vehicle.Powertrain.TractionBattery.Charging.Timer.Mode","actuator","string","","","","","Defines timer mode for charging: INACTIVE - no timer set, charging may start as soon as battery is connected to a charger. START_TIME - charging shall start at Charging.Timer.Time. END_TIME - charging shall be finished (reach Charging.ChargeLimit) at Charging.Timer.Time. When charging is completed the vehicle shall change mode to 'inactive' or set a new Charging.Timer.Time. Charging shall start immediately if mode is 'starttime' or 'endtime' and Charging.Timer.Time is a time in the past.","","['INACTIVE', 'START_TIME', 'END_TIME']","b09fb52261735977af275dda1904a7a1"
"Vehicle.Powertrain.TractionBattery.Charging.Timer.Time","actuator","string","","","","","Time for next charging-related action, formatted according to ISO 8601 with UTC time zone. Value has no significance if Charging.Timer.Mode is 'inactive'.","","","c08dcaeda02b5e26aacd7e2542f0fc90"
"Vehicle.Powertrain.TractionBattery.DCDC","branch","","","","","","Properties related to DC/DC converter converting high voltage (from high voltage battery) to vehicle low voltage (supply voltage, typically 12 Volts).","","","01f4943795b55cbd8f94e1bca137fc0a"
"Vehicle.Powertrain.TractionBattery.DCDC.PowerLoss","sensor","float","","W","","","Electrical energy lost by power dissipation to heat inside DC/DC converter.","","","f29e37087cdf57ca998188c7b945a77b"
"Vehicle.Powertrain.TractionBattery.DCDC.Temperature","sensor","float","","celsius","","","Current temperature of DC/DC converter converting battery high voltage to vehicle low voltage (typically 12 Volts).","","","4e587c3af2aa5fbb9205e42a64fc8d77"
"Vehicle.Powertrain.FuelSystem","branch","","","","","","Fuel system data.","","","dbc194a7f97d5a56bc8942c17c2db22e"
"Vehicle.Powertrain.FuelSystem.SupportedFuelTypes","attribute","string[]","","","","","High level information of fuel types supported","If a vehicle also has an electric drivetrain (e.g. hybrid) that will be obvious from the PowerTrain.Type signal.","['GASOLINE', 'DIESEL', 'E85', 'LPG', 'CNG', 'LNG', 'H2', 'OTHER']","80edc3002aa25097aba6455fe459fa6c"
"Vehicle.Powertrain.FuelSystem.SupportedFuel","attribute","string[]","","","","","Detailed information on fuels supported by the vehicle. Identifiers originating from DIN EN 16942:2021-08, appendix B, with additional suffix for octane (RON) where relevant.","RON 95 is sometimes referred to as Super, RON 98 as Super Plus.","['E5_95', 'E5_98', 'E10_95', 'E10_98', 'E85', 'B7', 'B10', 'B20', 'B30', 'B100', 'XTL', 'LPG', 'CNG', 'LNG', 'H2', 'OTHER']","7fd3bf2ef0c650e69ff2037875ec59ee"
"Vehicle.Powertrain.FuelSystem.HybridType","attribute","string","","","","","Defines the hybrid type of the vehicle.","","['UNKNOWN', 'NOT_APPLICABLE', 'STOP_START', 'BELT_ISG', 'CIMG', 'PHEV']","f0f72012f5e453c1935ff8c3a5aff696"
"Vehicle.Powertrain.FuelSystem.TankCapacity","attribute","float","","l","","","Capacity of the fuel tank in liters.","","","362643b866c55d5386fdbdf383464e90"
"Vehicle.Powertrain.FuelSystem.Level","sensor","uint8","","percent","0","100","Level in fuel tank as percent of capacity. 0 = empty. 100 = full.","","","902bd295a662573088291e8b6a6b7943"
"Vehicle.Powertrain.FuelSystem.Range","sensor","uint32","","m","","","Remaining range in meters using only liquid fuel.","","","c5a0dbe5e754553897f0aed0069af57a"
