"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Body.Trunk.IsOpen","actuator","boolean","","false","","","","Trunk open or closed. True = Open. False = Closed","","58c8eb023b4b5db794705d7ce63e2d75"
"Vehicle.Body.Trunk.IsLocked","actuator","boolean","","false","","","","Is trunk locked or unlocked. True = Locked. False = Unlocked.","","d89db9a83c0955c3a049c529072d397f"
"Vehicle.Body.Horn","branch","","","false","","","","Horn signals","","09c76633887f52268b960740eb969c89"
"Vehicle.Body.Horn.IsActive","actuator","boolean","","false","","","","Horn active or inactive. True = Active. False = Inactive.","","ba20deed9314525bb9d552a2b787fb20"
"Vehicle.Body.Raindetection","branch","","","false","","","","Rainsensor signals","","f16759f3dcfb5be4832e962da29ebd6c"
"Vehicle.Body.Raindetection.intensity","sensor","uint8","","false","percent","","","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","","02828e9e5f7b593fa2160e7b6dbad157"
"Vehicle.Body.Windshield","branch","","","false","","","","Windshield signals","","73efba535dcb5032b9edc43406b050b8"
"Vehicle.Body.Windshield.Front","branch","","","false","","","","Windshield signals","","8f0c61e4e4f557d98729210fc3c74f72"
"Vehicle.Body.Windshield.Front.Wiping","branch","","","false","","","","Windshield wiper signals","","2cffeccdc19a587cbe2264f426c6881a"
"Vehicle.Body.Windshield.Front.Wiping.Status","actuator","string","","false","","","","Wiper status","['off', 'slow', 'medium', 'fast', 'interval', 'rainsensor']","2d5509513e4b52e0a337ade730166aec"
"Vehicle.Body.Windshield.Front.Heating","branch","","","false","","","","Windshield heater signals","","ef705cd881885ebdbef876e8624a403a"
"Vehicle.Body.Windshield.Front.Heating.Status","actuator","boolean","","false","","","","Windshield heater status. 0 - off, 1 - on","","3f91b8feb415579c9dc8dc82c12f63a6"
"Vehicle.Body.Windshield.Front.WasherFluid","branch","","","false","","","","Windshield washer fluid signals","","2de24016515353289953de5ea81efd3c"
"Vehicle.Body.Windshield.Front.WasherFluid.LevelLow","sensor","boolean","","false","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","ef1ff301178c5ef2841964b23c340151"
"Vehicle.Body.Windshield.Front.WasherFluid.Level","sensor","uint8","","false","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","a36dfb91414f5792bd01d193dceff1f4"
"Vehicle.Body.Windshield.Rear","branch","","","false","","","","Windshield signals","","095ff58459b854aaa742e56447fe7a93"
"Vehicle.Body.Windshield.Rear.Wiping","branch","","","false","","","","Windshield wiper signals","","f56e80a50fd75dbca48581aea4f012b7"
"Vehicle.Body.Windshield.Rear.Wiping.Status","actuator","string","","false","","","","Wiper status","['off', 'slow', 'medium', 'fast', 'interval', 'rainsensor']","1aca19889d375a699bc3750993777b08"
"Vehicle.Body.Windshield.Rear.Heating","branch","","","false","","","","Windshield heater signals","","61af3a08a6895826ae04055c25b30817"
"Vehicle.Body.Windshield.Rear.Heating.Status","actuator","boolean","","false","","","","Windshield heater status. 0 - off, 1 - on","","fac9f35307f85e8186cf142f9c2aa643"
"Vehicle.Body.Windshield.Rear.WasherFluid","branch","","","false","","","","Windshield washer fluid signals","","1ea4ac2370e1567b9b812c1e3020ddfb"
"Vehicle.Body.Windshield.Rear.WasherFluid.LevelLow","sensor","boolean","","false","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","caf770b8607851719983831490b3403e"
"Vehicle.Body.Windshield.Rear.WasherFluid.Level","sensor","uint8","","false","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","c167e5b265895c108da1b9582de2dd91"
"Vehicle.Body.Lights","branch","","","false","","","","All lights","","399d1ec14d6f55bb825e078a801bde55"
"Vehicle.Body.Lights.IsHighBeamOn","actuator","boolean","","false","","","","Is high beam on","","80a627e5b81356dabe557ff4102f634f"
"Vehicle.Body.Lights.IsLowBeamOn","actuator","boolean","","false","","","","Is low beam on","","917d51175b675ad89cf86e07e33b44ec"
"Vehicle.Body.Lights.IsRunningOn","actuator","boolean","","false","","","","Are running lights on","","cd28479b1a5c5088a52e8d9cd7f22dcf"
"Vehicle.Body.Lights.IsBackupOn","actuator","boolean","","false","","","","Is backup (reverse) light on","","48c0a466b59555f6bf0c01fcf7a3c42c"
"Vehicle.Body.Lights.IsParkingOn","actuator","boolean","","false","","","","Is parking light on","","510402bd9355529dbddc2b9724db6957"
"Vehicle.Body.Lights.IsBrakeOn","actuator","boolean","","false","","","","Is brake light on","","7b8b136ec8aa59cb8773aa3c455611a4"
"Vehicle.Body.Lights.IsRearFogOn","actuator","boolean","","false","","","","Is rear fog light on","","54818024ac4853d49003e8e10bd8f4f6"
"Vehicle.Body.Lights.IsFrontFogOn","actuator","boolean","","false","","","","Is front fog light on","","9ad70db68408503a8506d09c7c92a13f"
"Vehicle.Body.Lights.IsHazardOn","actuator","boolean","","false","","","","Are hazards on","","148eee65b2de53fab88fc261246d6639"
"Vehicle.Body.Lights.IsLeftIndicatorOn","actuator","boolean","","false","","","","Is left indicator flashing","","98c6f3d400d65a6da5fef8e22c16133a"
"Vehicle.Body.Lights.IsRightIndicatorOn","actuator","boolean","","false","","","","Is right indicator flashing","","df301b25233e5f20b039bc9304c148d2"
"Vehicle.Body.Mirrors","branch","","","false","","","","All mirrors","","a4ea618914885a239ef5fa62c671a800"
"Vehicle.Body.Mirrors.Left","branch","","","false","","","","All mirrors","","22609e45a09d58fc85cb77959a686abc"
"Vehicle.Body.Mirrors.Left.Tilt","actuator","int8","","false","percent","","","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","698fee82cc115f3cba54825a298b46ab"
"Vehicle.Body.Mirrors.Left.Pan","actuator","int8","","false","percent","","","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","9dae4bc33a28531199fce500e0562f82"
"Vehicle.Body.Mirrors.Left.Heating","branch","","","false","","","","Mirror heater signals","","7e9eb0fa1976523fa2162d636ec37693"
"Vehicle.Body.Mirrors.Left.Heating.Status","actuator","boolean","","false","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","d6b66f3c465b5489a327c1a7a678ce62"
"Vehicle.Body.Mirrors.Right","branch","","","false","","","","All mirrors","","64291c99f7e752c2b035262c17dc85dd"
"Vehicle.Body.Mirrors.Right.Tilt","actuator","int8","","false","percent","","","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","9a28a6ec824c57408881b916a1a0e32b"
"Vehicle.Body.Mirrors.Right.Pan","actuator","int8","","false","percent","","","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","26088f96804d5d7e811ba50bfb1113eb"
"Vehicle.Body.Mirrors.Right.Heating","branch","","","false","","","","Mirror heater signals","","4399f515de54556085f9f71dfee16dbe"
"Vehicle.Body.Mirrors.Right.Heating.Status","actuator","boolean","","false","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","3574929e068e5ecb88a90819ad2a9a8d"
"Vehicle.Body.ChargingPort","branch","","","false","","","","Collects Information about the charging port","","187537d025a358db843f7e92765ff4b9"
"Vehicle.Body.ChargingPort.Type","attribute","string","","false","","","","Indicates the primary charging type fitted to the vehicle","['unknown', 'Not_Fitted', 'AC_Type_1', 'AC_Type_2', 'AC_GBT', 'AC_DC_Type_1_Combo', 'AC_DC_Type_2_Combo', 'DC_GBT', 'DC_Chademo']","fffa718e15fb50c285fb33e99116eddc"
"Vehicle.Cabin","branch","","","false","","","","All in-cabin components, including doors.","","1a94457b237f5e8eb3c77c0532ac88d7"
"Vehicle.Cabin.RearShade","branch","","","false","","","","Rear window shade.","","8a0c86f4fc6f5ea8ac8cf8f327969dcc"
"Vehicle.Cabin.RearShade.Switch","actuator","string","","false","","","","Switch controlling sliding action such as window, sunroof, or blind.","['Inactive', 'Close', 'Open', 'OneShotClose', 'OneShotOpen']","da9f01e9baf35544842f1a7674c5172a"
"Vehicle.Cabin.RearShade.Position","actuator","uint8","","false","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","9e16fc53f2ec575dbf66c79f969949a9"
"Vehicle.Cabin.HVAC","branch","","","false","","","","Climate control","","f8ff34337cdf568e91ab406a365c3249"
"Vehicle.Cabin.HVAC.Station","branch","","","false","","","","HVAC for single station in the vehicle","","253e683e6f135b83b6302a30b6c0ec8d"
"Vehicle.Cabin.HVAC.Station.Row1","branch","","","false","","","","HVAC for single station in the vehicle","","80860491fba75babaf3c439d1d471a6d"
"Vehicle.Cabin.HVAC.Station.Row1.Left","branch","","","false","","","","HVAC for single station in the vehicle","","7cc0977f55f15f2c884e19a25d07a8b4"
"Vehicle.Cabin.HVAC.Station.Row1.Left.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","483bcf787a715f10a1c936464fcb18a2"
"Vehicle.Cabin.HVAC.Station.Row1.Left.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","347c13ff2a735d54a5f011d4573694cd"
"Vehicle.Cabin.HVAC.Station.Row1.Left.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","33ca2e1ed1b1533b8e1309320074c07b"
"Vehicle.Cabin.HVAC.Station.Row1.Right","branch","","","false","","","","HVAC for single station in the vehicle","","84b84df901075e8a8ac4837fe4af6a8e"
"Vehicle.Cabin.HVAC.Station.Row1.Right.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","4b15871631c35ca583a1fc64524676ef"
"Vehicle.Cabin.HVAC.Station.Row1.Right.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","592dc63c45145f739edbc5677196eb85"
"Vehicle.Cabin.HVAC.Station.Row1.Right.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","00e25d807a755c4cb978a40ebfc0e8d0"
"Vehicle.Cabin.HVAC.Station.Row2","branch","","","false","","","","HVAC for single station in the vehicle","","d98e8f5f94da5acfbf428c635a8bcc0c"
"Vehicle.Cabin.HVAC.Station.Row2.Left","branch","","","false","","","","HVAC for single station in the vehicle","","48fcecce8d925121b116ed3ecc3157bb"
"Vehicle.Cabin.HVAC.Station.Row2.Left.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","3eb6e8979cb25efe9f33bc89c6b9e364"
"Vehicle.Cabin.HVAC.Station.Row2.Left.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","7185fb43728f53f3960e1284b89a6f66"
"Vehicle.Cabin.HVAC.Station.Row2.Left.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","3c22cd8ac56b59978927fc815ee79104"
"Vehicle.Cabin.HVAC.Station.Row2.Right","branch","","","false","","","","HVAC for single station in the vehicle","","028e4f674c725c009af8eaf77a79d9e7"
"Vehicle.Cabin.HVAC.Station.Row2.Right.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","b83d6d979cbc5507b1c43e988024c0af"
"Vehicle.Cabin.HVAC.Station.Row2.Right.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","c6822e4c0eae59cab832057bac327c67"
"Vehicle.Cabin.HVAC.Station.Row2.Right.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","10d42dd4337450e2af1c0dd2c9dcb3a7"
"Vehicle.Cabin.HVAC.Station.Row3","branch","","","false","","","","HVAC for single station in the vehicle","","6eb8d63b66c859d5b36ef52d264aed2b"
"Vehicle.Cabin.HVAC.Station.Row3.Left","branch","","","false","","","","HVAC for single station in the vehicle","","e4d100e0bcb75fedb4ab0761d92bcf0e"
"Vehicle.Cabin.HVAC.Station.Row3.Left.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","13170d23934e5a4ab97174ddee4dc180"
"Vehicle.Cabin.HVAC.Station.Row3.Left.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","b12b9565bd4e5c8e974ac0ff97223af4"
"Vehicle.Cabin.HVAC.Station.Row3.Left.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","f1e2dc36082b5980920c5fe3ee875659"
"Vehicle.Cabin.HVAC.Station.Row3.Right","branch","","","false","","","","HVAC for single station in the vehicle","","a14449b5c1345feb90c2e4fbefd4ecef"
"Vehicle.Cabin.HVAC.Station.Row3.Right.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","9d5312c0ccc15f578b2c5e5512d34cb3"
"Vehicle.Cabin.HVAC.Station.Row3.Right.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","a76ea2c628df5099b0dca839aac84e63"
"Vehicle.Cabin.HVAC.Station.Row3.Right.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","1b6c21042e3b5ac9ae351f807722795a"
"Vehicle.Cabin.HVAC.Station.Row4","branch","","","false","","","","HVAC for single station in the vehicle","","ff0c0fa26de7508dbe92a83bc087dff6"
"Vehicle.Cabin.HVAC.Station.Row4.Left","branch","","","false","","","","HVAC for single station in the vehicle","","4adb4059a21757bdabd902998ffb7da5"
"Vehicle.Cabin.HVAC.Station.Row4.Left.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","afd89e90044e5d5fa99e9c627742adb0"
"Vehicle.Cabin.HVAC.Station.Row4.Left.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","accc4bb43c775735843e87b545af08b2"
"Vehicle.Cabin.HVAC.Station.Row4.Left.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","ee591723296a580ea4ce9fc6ddbb5cf5"
"Vehicle.Cabin.HVAC.Station.Row4.Right","branch","","","false","","","","HVAC for single station in the vehicle","","b4bf2c99c2af580cbb92e0bbd0a40730"
"Vehicle.Cabin.HVAC.Station.Row4.Right.FanSpeed","actuator","uint8","","false","percent","0","100","Fan Speed, 0 = off. 100 = max","","b3cc73b02e5c5254b691373caacd7d21"
"Vehicle.Cabin.HVAC.Station.Row4.Right.Temperature","actuator","int8","","false","celsius","-50","50","Temperature","","49c59496aa7356cf86c275a0eb93ba28"
"Vehicle.Cabin.HVAC.Station.Row4.Right.AirDistribution","actuator","string","","false","","","","Direction of airstream","['up', 'middle', 'down']","7d8b7cbfe68156d4a190a0a7525ee26c"
"Vehicle.Cabin.HVAC.IsRecirculationActive","actuator","boolean","","false","","","","Is recirculation active.","","7b80c41c63b35c9299a410166cd33c81"
"Vehicle.Cabin.HVAC.IsFrontDefrosterActive","actuator","boolean","","false","","","","Is front defroster active.","","afa678c87182544bb6ab81fa6a770791"
"Vehicle.Cabin.HVAC.IsRearDefrosterActive","actuator","boolean","","false","","","","Is rear defroster active.","","d342a7939f2e5adeaeb5e68e3a314445"
"Vehicle.Cabin.HVAC.IsAirConditioningActive","actuator","boolean","","false","","","","Is Air conditioning active.","","dc4f79e4211c54a6b4eed0236aae84a6"
"Vehicle.Cabin.HVAC.AmbientAirTemperature","sensor","float","","false","celsius","","","Ambient air temperature inside the vehicle.","","611868a24bc25eb9a837208c235e9491"
